,brand,model,partner_price,retail_price,category
17071,Cisco,ANT-WPAN-OM-OUT-N,90.0,150.0,Network
17072,Cisco,ANT-WPAN-OM-OUT-N=,120.0,200.0,Network
17073,Cisco,ANT-WPAN-Y-OUT-N,105.0,175.0,Network
17074,Cisco,ANT-WPAN-Y-OUT-N=,105.0,175.0,Network
17078,Cisco,AOLFED-USER-1-YR,7.2,12.0,Appliance
17079,Cisco,AOLFED-USER-REN-YR,1.8,3.0,Appliance
17086,Cisco,BACTW-CPE-500K=,838080.0,1396800.0,Network
17087,Cisco,AIR-AP1852I-Z-K9C,597.0,995.0,Network
17088,Cisco,AIR-AP1832I-H-K9C,417.0,695.0,Network
17089,Cisco,AIR-AP1832I-H-K9,417.0,695.0,Network
17090,Cisco,AIR-AP1832I-F-K9C,417.0,695.0,Network
17091,Cisco,AIR-AP1832I-F-K9,417.0,695.0,Network
17092,Cisco,AIR-AP1832I-E-K9C,417.0,695.0,Network
17093,Cisco,AIR-AP1832I-E-K9,417.0,695.0,Network
17094,Cisco,AIR-AP2802E-C-K9C,837.0,1395.0,Network
17095,Cisco,AIR-AP2802E-D-K9,837.0,1395.0,Network
17096,Cisco,AIR-AP2802E-D-K9C,837.0,1395.0,Network
17097,Cisco,AIR-AP2802E-E-K9,837.0,1395.0,Network
17098,Cisco,AIR-AP2802E-E-K9C,837.0,1395.0,Network
17099,Cisco,AIR-AP2802E-EK910,8370.0,13950.0,Network
17100,Cisco,AIR-AP2802E-EK910C,8370.0,13950.0,Network
17101,Cisco,AIR-AP2802E-F-K9,837.0,1395.0,Network
17102,Cisco,AIR-AP2802E-F-K9C,837.0,1395.0,Network
17103,Cisco,AIR-AP2802E-G-K9,837.0,1395.0,Network
17104,Cisco,AIR-AP2802E-G-K9C,837.0,1395.0,Network
17105,Cisco,AIR-AP2802E-H-K9,837.0,1395.0,Network
17106,Cisco,AIR-AP2802E-H-K9C,837.0,1395.0,Network
17107,Cisco,AIR-AP2802E-I-K9,837.0,1395.0,Network
17108,Cisco,AIR-AP2802E-I-K9C,837.0,1395.0,Network
17109,Cisco,AIR-AP2802E-K-K9,837.0,1395.0,Network
17110,Cisco,AIR-AP2802E-K-K9C,837.0,1395.0,Network
17111,Cisco,AIR-AP1832I-I-K9,417.0,695.0,Network
17112,Cisco,AIR-AP1815I-S-K9C,297.0,495.0,Network
17113,Cisco,AIR-AP1815I-Z-K9,297.0,495.0,Network
17114,Cisco,AIR-AP1815I-Z-K9C,297.0,495.0,Network
17115,Cisco,AIR-AP1815W-A-K9,297.0,495.0,Network
17116,Cisco,AIR-AP1815W-B-K9,297.0,495.0,Network
17117,Cisco,AIR-AP1832I-A-K9,417.0,695.0,Network
17118,Cisco,AIR-AP1832I-A-K9C,417.0,695.0,Network
17119,Cisco,AIR-AP1832I-B-K9C,417.0,695.0,Network
17120,Cisco,AIR-AP1832I-C-K9,417.0,695.0,Network
17121,Cisco,AIR-AP1832I-C-K9C,417.0,695.0,Network
17122,Cisco,AIR-AP1832I-D-K9,417.0,695.0,Network
17123,Cisco,AIR-AP1832I-D-K9C,417.0,695.0,Network
17124,Cisco,AIR-AP1832I-N-K9C,417.0,695.0,Network
17125,Cisco,AIR-AP1852I-A-K9,597.0,995.0,Network
17126,Cisco,AIR-AP1832I-N-K9,417.0,695.0,Network
17127,Cisco,AIR-AP1832I-K-K9C,417.0,695.0,Network
17128,Cisco,AIR-AP2802E-B-K9,837.0,1395.0,Network
17129,Cisco,AIR-AP2802E-B-K9C,837.0,1395.0,Network
17130,Cisco,AIR-AP2802E-BK910,8370.0,13950.0,Network
17131,Cisco,AIR-AP2802E-BK910C,8370.0,13950.0,Network
17132,Cisco,AIR-AP2802E-C-K9,837.0,1395.0,Network
17133,Cisco,AIR-AP1832I-K-K9,417.0,695.0,Network
17134,Cisco,AIR-AP1832I-I-K9C,417.0,695.0,Network
17135,Cisco,AIR-AP1852I-F-K9,597.0,995.0,Network
17136,Cisco,AIR-AP1852I-F-K9C,597.0,995.0,Network
17137,Cisco,AIR-AP1852I-H-K9,597.0,995.0,Network
17138,Cisco,AIR-AP1852I-H-K9C,597.0,995.0,Network
17139,Cisco,AIR-AP1852I-I-K9,597.0,995.0,Network
17140,Cisco,AIR-AP1852I-I-K9C,597.0,995.0,Network
17141,Cisco,AIR-AP1852I-K-K9,597.0,995.0,Network
17142,Cisco,AIR-AP1852I-K-K9C,597.0,995.0,Network
17143,Cisco,AIR-AP1852I-N-K9,597.0,995.0,Network
17144,Cisco,AIR-AP2802E-A-K9,837.0,1395.0,Network
17145,Cisco,AIR-AP2702IUXK9-RF,394.2,657.0,Network
17146,Cisco,AIR-AP2702I-UXK910,6570.0,10950.0,Network
17147,Cisco,AIR-AP2702I-UXK9,657.0,1095.0,Network
17148,Cisco,AIR-AP2702I-Q-WLC,1374.0,2290.0,Network
17149,Cisco,AIR-AP2702E-UXK9C,717.0,1195.0,Network
17150,Cisco,AIR-AP2702E-UXK910,7170.0,11950.0,Network
17151,Cisco,AIR-AP2702E-UXK9,717.0,1195.0,Network
17152,Cisco,AIR-AP2702E-Q-WLC,1494.0,2490.0,Network
17153,Cisco,AIR-AP1852I-N-K9C,597.0,995.0,Network
17154,Cisco,AIR-AP1852I-Q-K9,597.0,995.0,Network
17155,Cisco,AIR-AP1852I-Q-K9C,597.0,995.0,Network
17156,Cisco,AIR-AP1852I-S-K9,597.0,995.0,Network
17157,Cisco,AIR-AP1852I-S-K9C,597.0,995.0,Network
17158,Cisco,AIR-AP1852I-E-K9C,597.0,995.0,Network
17159,Cisco,AIR-AP2802E-N-K9,837.0,1395.0,Network
17160,Cisco,AIR-AP2802E-N-K9C,837.0,1395.0,Network
17161,Cisco,AIR-AP2802E-Q-K9,837.0,1395.0,Network
17162,Cisco,AIR-AP2802E-Q-K9C,837.0,1395.0,Network
17163,Cisco,AIR-AP2802E-S-K9,837.0,1395.0,Network
17164,Cisco,AIR-AP2802E-S-K9C,837.0,1395.0,Network
17165,Cisco,AIR-AP2802E-T-K9,837.0,1395.0,Network
17166,Cisco,AIR-AP2802E-T-K9C,837.0,1395.0,Network
17167,Cisco,AIR-AP2802E-Z-K9,837.0,1395.0,Network
17168,Cisco,AIR-AP2802E-Z-K9C,837.0,1395.0,Network
17169,Cisco,AIR-AP2802I-A-K9,0.0,0.0,Network
17170,Cisco,AIR-AP2802I-A-K9C,777.0,1295.0,Network
17171,Cisco,AIR-AP2802I-B-K9,777.0,1295.0,Network
17172,Cisco,AIR-AP2802I-B-K9C,777.0,1295.0,Network
17173,Cisco,AIR-AP2802E-A-K9C,837.0,1395.0,Network
17174,Cisco,AIR-AP1852I-A-K9C,597.0,995.0,Network
17175,Cisco,AIR-AP1852I-B-K9,597.0,995.0,Network
17176,Cisco,AIR-AP1852I-B-K9C,597.0,995.0,Network
17177,Cisco,AIR-AP1852I-C-K9,597.0,995.0,Network
17178,Cisco,AIR-AP1852I-C-K9C,597.0,995.0,Network
17179,Cisco,AIR-AP1852I-D-K9,597.0,995.0,Network
17180,Cisco,AIR-AP1852I-D-K9C,597.0,995.0,Network
17181,Cisco,AIR-AP1852I-E-K9,597.0,995.0,Network
17182,Cisco,CRS-FP140++=,84000.0,140000.0,Network
17197,Cisco,AMP8390-K9,539181.0,898635.0,Network
17207,Cisco,TCS-C220-5RP-K9=,26352.0,43920.0,Server
17208,Cisco,TCS-C220-5RP-K9,26352.0,43920.0,Server
17209,Cisco,AM7150-TAMC-OPS,1.0,1.0,Network
17210,Cisco,AM7150-TAMC-SMS-1,0.6,1.0,Network
17211,Cisco,AM7150-TAMC-SMS-1K,600.0,1000.0,Network
17212,Cisco,AM8150-TAMC-OPS,1.0,1.0,Network
17213,Cisco,AM8150-TAMC-SMS-1,0.6,1.0,Network
17214,Cisco,AM8150-TAMC-SMS-1K,600.0,1000.0,Network
17215,Cisco,TCE-SD-16G,84.0,140.0,Storage
17216,Cisco,TCE-CMA2,111.0,185.0,Network
17217,Cisco,TCE-CMA1,111.0,185.0,Network
17219,Cisco,TCE-1300MGR-K9,10200.0,17000.0,Server
17220,Cisco,TCE-1300M-LITE-K9=,10200.0,17000.0,Network
17221,Cisco,TCE-1300CE-K9,35400.0,59000.0,Network
17222,Cisco,TCE-1300C-LITE-K9=,35400.0,59000.0,Network
17231,Cisco,AMP8150-K9,63357.0,105595.0,Network
17233,Cisco,AMP8150-TAM-1Y,14001.0,23335.0,Network
17236,Cisco,AMP8150-TAM-OPS,1.0,1.0,Network
17237,Cisco,AMP8150-TAM-SMS-1,0.6,1.0,Network
17238,Cisco,AMP8150-TAM-SMS-1K,600.0,1000.0,Network
17239,Cisco,AMP8150-TAMC-1Y,18579.0,30965.0,Network
17240,Cisco,AMP8150-TAMC-3Y,44589.0,74315.0,Network
17241,Cisco,AMP8150-TAMC-5Y,74316.0,123860.0,Network
17247,Cisco,AMP8350-K9,127137.0,211895.0,Network
17253,Cisco,ANT-4G-OMNI-OUT-N,120.0,200.0,Network
17262,Cisco,ANLG-DEV-UWL,26.4,44.0,Appliance
17264,Cisco,ANT-1.4-PNL-OUT-N,360.0,600.0,Network
17265,Cisco,ANT-1.4-PNL-OUT-N=,360.0,600.0,Network
17266,Cisco,ANT-1.8-PNL-OUT-N,360.0,600.0,Network
17267,Cisco,ANT-1.8-PNL-OUT-N=,360.0,600.0,Network
17268,Cisco,ANT-2-4G2-O,7.9,395.0,Network
17269,Cisco,ANT-2.X-PNL-OUT-N,360.0,600.0,Network
17270,Cisco,ANT-3-4G2G1-O,297.0,495.0,Network
17271,Cisco,ANT-3.X-PNL-OUT-N,360.0,600.0,Network
17272,Cisco,ANT-3.X-PNL-OUT-N=,360.0,600.0,Network
17273,Cisco,ANT-4G-CM-IN-TNC,75.0,125.0,Network
17274,Cisco,ANT-4G-CM-IN-TNC=,75.0,125.0,Network
17275,Cisco,ANT-4G-DP-IN-TNC,30.0,50.0,Network
17276,Cisco,ANT-4G-DP-IN-TNC=,30.0,50.0,Network
17277,Cisco,TCS-C220-PRO10P-K9,44688.0,74480.0,Server
17280,Cisco,DCM-TC-MK1=,4197.0,6995.0,Appliance
17281,Cisco,DCM-PVU-MK2-2RU,15774.0,26290.0,Network
17282,Cisco,DCM-MK2-2RU=,4323.0,7205.0,Appliance
17283,Cisco,DCM-MK2-2RU,4323.0,7205.0,Appliance
17284,Cisco,DCM-MK1-FAN-2U=,87.6,146.0,Appliance
17285,Cisco,DCM-MK1-FAN-1U=,87.6,146.0,Appliance
17286,Cisco,DCM-MK1-DUST-2U=,353.4,589.0,Appliance
17287,Cisco,DCM-MK1-2RU-RF,1583.4,2639.0,Network
17288,Cisco,DCM-MK1-1RU=,2346.6,3911.0,Appliance
17289,Cisco,DCM-MK1-1RU,2346.6,3911.0,Appliance
17290,Cisco,DCM-MFP-S-RF,2640.6,4401.0,Network
17291,Cisco,DCM-MFP-RF,5281.2,8802.0,Network
17292,Cisco,DCM-MFP-MK2,8802.0,14670.0,Appliance
17293,Cisco,DCM-IO-PROC=,13077.0,21795.0,Network
17294,Cisco,DCM-IO-PROC,13077.0,21795.0,Network
17295,Cisco,DCM-GW-O-6P-J2K=,12800.4,21334.0,Appliance
17296,Cisco,DCM-GW-O-6P-J2K,12800.4,21334.0,Appliance
17297,Cisco,DCM-GW-E-6O-J2K=,12800.4,21334.0,Appliance
17298,Cisco,DCM-GW-E-6O-J2K,12800.4,21334.0,Appliance
17299,Cisco,DCM-GW-E-6I-J2K=,12800.4,21334.0,Appliance
17300,Cisco,DCM-GW-E-6I-J2K,12800.4,21334.0,Appliance
17305,Cisco,CRS-FP140-RF,50400.0,84000.0,Appliance
17306,Cisco,CRS-FP140=,84000.0,140000.0,Network
17307,Cisco,CRS-FP200G,135000.0,225000.0,Network
17308,Cisco,CRS-FP200G=,135000.0,225000.0,Network
17309,Cisco,CRS-FP40-RF,16200.0,27000.0,Appliance
17310,Cisco,CRS-FP400G,270000.0,450000.0,Network
17311,Cisco,CRS-FP400G=,270000.0,450000.0,Network
17312,Cisco,CRS-INT-IMPEDANCE=,270.0,450.0,Network
17313,Cisco,CRS-LCC-CM-COVER,1680.0,2800.0,Network
17314,Cisco,CRS-LCC-CM-COVER=,1680.0,2800.0,Network
17315,Cisco,CRS-LSP400G=,150000.0,250000.0,Network
17316,Cisco,CRS-MSC-140G,270000.0,450000.0,Network
17317,Cisco,CRS-MSC-140G++=,270000.0,450000.0,Network
17318,Cisco,CRS-MSC-140G-RF,162000.0,270000.0,Network
17319,Cisco,CRS-MSC-140G=,270000.0,450000.0,Network
17320,Cisco,DCM-FEC-MK1,2514.0,4190.0,Appliance
17324,Cisco,DCNM-LAN-N5K-K9=,600.0,1000.0,Network
17326,Cisco,AMP7150-K9,28797.0,47995.0,Network
17331,Cisco,AMP7150-TAM-5Y,29373.0,48955.0,Network
17332,Cisco,AMP7150-TAM-OPS,1.0,1.0,Network
17337,Cisco,AMP7150-TAMC-5Y,37695.0,62825.0,Network
17347,Cisco,TCS-C220-PROBUN-K9,32688.0,54480.0,Server
17349,Cisco,DCM-GW-E-3I3O-J2K=,12800.4,21334.0,Appliance
17350,Cisco,DCM-GW-E-3I3O-J2K,12800.4,21334.0,Appliance
17351,Cisco,DCM-GW-AUD-4=,6900.0,11500.0,Appliance
17352,Cisco,DCM-GW-AUD-4,6900.0,11500.0,Appliance
17353,Cisco,DCM-GBE-MK1=,6159.0,10265.0,Appliance
17354,Cisco,DCM-GBE-MK1-RF,3695.4,6159.0,Server
17355,Cisco,DCM-GBE-MK1,6159.0,10265.0,Appliance
17356,Cisco,DCM-FEC-MK1=,2514.0,4190.0,Appliance
17357,Cisco,ANT-4G-OMNI-OUT-N=,120.0,200.0,Network
17363,Cisco,CRS-FCC-SFC400-U=,768000.0,1280000.0,Network
17364,Cisco,CRS-FCC=,108000.0,180000.0,Network
17365,Cisco,CRS-FD-16G-10PK=,15000.0,25000.0,Network
17366,Cisco,CRS-FDISK-2G-10PK=,9000.0,15000.0,Network
17367,Cisco,CRS-FDISK-4G-10PK=,15000.0,25000.0,Network
17368,Cisco,CRS-FIBER-CLN-KIT=,600.0,1000.0,Network
17370,Cisco,BACTW-EXTENSION=,150000.0,250000.0,Network
17372,Cisco,CRS-B2B-CAB-10R,1260.0,2100.0,Network
17373,Cisco,CRS-B2B-CAB-10=,4200.0,7000.0,Network
17374,Cisco,CRS-B2B-CAB-10R=,5460.0,9100.0,Network
17375,Cisco,CRS-B2B-CAB-15=,4800.0,8000.0,Network
17376,Cisco,CRS-B2B-CAB-15R,1440.0,2400.0,Network
17377,Cisco,CRS-B2B-CAB-100R=,16380.0,27300.0,Network
17378,Cisco,CRS-B2B-CAB-100R,16380.0,27300.0,Network
17379,Cisco,CRS-B2B-CAB-100=,12600.0,21000.0,Network
17380,Cisco,CRS-B2B-CAB-100,12600.0,21000.0,Network
17381,Cisco,CRS-AC-CAB-UK=,60.0,100.0,Power
17382,Cisco,CRS-AC-CAB-NA=,60.0,100.0,Power
17383,Cisco,CRS-B2B-CAB-15R=,6240.0,10400.0,Network
17384,Cisco,CRS-B2B-CAB-20-RF,3240.0,5400.0,Network
17385,Cisco,CRS-B2B-CAB-20=,5400.0,9000.0,Network
17386,Cisco,CRS-B2B-CAB-20R,1620.0,2700.0,Network
17387,Cisco,CRS-B2B-CAB-20R=,7020.0,11700.0,Network
17388,Cisco,CRS-B2B-CAB-25,6000.0,10000.0,Network
17389,Cisco,CRS-B2B-CAB-25=,6000.0,10000.0,Network
17390,Cisco,CRS-B2B-CAB-25R,7800.0,13000.0,Network
17391,Cisco,CRS-B2B-CAB-25R=,7800.0,13000.0,Network
17392,Cisco,CRS-B2B-CAB-30,6600.0,11000.0,Network
17393,Cisco,CRS-B2B-CAB-30=,6600.0,11000.0,Network
17394,Cisco,CRS-B2B-CAB-30R,8580.0,14300.0,Network
17395,Cisco,CRS-AC-CAB-IT=,60.0,100.0,Power
17396,Cisco,CRS-16-MC400-BUN,634200.0,1057000.0,Network
17397,Cisco,CRS-16-PDU-DELTA,19800.0,33000.0,Network
17398,Cisco,CRS-16-PDU-DELTA=,19800.0,33000.0,Network
17399,Cisco,CRS-16-PDU-WYE,12600.0,21000.0,Network
17400,Cisco,CRS-16-LCC-RGRL-RF,2880.0,4800.0,Network
17401,Cisco,CRS-16-LCC-RF,57600.0,96000.0,Network
17404,Cisco,AIR-AP1130MNTGKIT=,16.2,27.0,Network
17405,Cisco,AIR-AP1100MNTGKIT=,15.6,26.0,Network
17406,Cisco,AIR-AP1042N-EK9-RF,286.2,477.0,Network
17407,Cisco,AIR-AP1041N-EK9-RF,178.2,297.0,Network
17408,Cisco,AIR-AP1041N-AK9-RF,178.2,297.0,Network
17409,Cisco,CRS-8-BDG-PANEL=,210.0,350.0,Network
17410,Cisco,CRS-8-PW-GRILL=,900.0,1500.0,Network
17411,Cisco,CRS-8-PWR-FILTER=,75.0,125.0,Network
17412,Cisco,CRS-8-RP-BLANK=,150.0,250.0,Network
17413,Cisco,CRS-8-RP-HANDLE=,45.0,75.0,Network
17414,Cisco,CRS-8-SCREEN=,720.0,1200.0,Network
17415,Cisco,CRS-8/S-B,78000.0,130000.0,Network
17416,Cisco,CRS-8/S-B-NF,78000.0,130000.0,Network
17417,Cisco,CRS-AC-CAB-AU=,60.0,100.0,Power
17418,Cisco,CRS-AC-CAB-EU=,60.0,100.0,Power
17419,Cisco,CRS-8-PSH-AC-B=,9600.0,16000.0,Network
17420,Cisco,CRS-8-PRP-6G=,21000.0,35000.0,Network
17421,Cisco,CRS-8-PRP-6G++=,21000.0,35000.0,Network
17422,Cisco,CRS-8-PRP-12G=,30000.0,50000.0,Network
17423,Cisco,CRS-8-PRP-12G++=,30000.0,50000.0,Network
17424,Cisco,CRS-8-PRP-12G,9000.0,15000.0,Network
17425,Cisco,CRS-8-PDU-WYE=,7800.0,13000.0,Network
17426,Cisco,CRS-8-LCC-B=,42000.0,70000.0,Network
17427,Cisco,CRS-8-LCC-FAN-TR=,9000.0,15000.0,Network
17428,Cisco,CRS-8-LCC-FANTR-RF,5400.0,9000.0,Network
17429,Cisco,CRS-8-LCC-FILTER=,480.0,800.0,Network
17430,Cisco,CRS-8-LCC-RF,25200.0,42000.0,Network
17431,Cisco,CRS-8-PDU-WYE,7800.0,13000.0,Network
17432,Cisco,CRS-8-PDU-TRAY=,900.0,1500.0,Network
17433,Cisco,CRS-8-PDU-DELTA,10200.0,17000.0,Network
17434,Cisco,CRS-8-PDU-DELTA=,10200.0,17000.0,Network
17435,Cisco,AIR-AP3802E-A-K9,1050.0,1750.0,Network
17436,Cisco,AIR-AP3802E-A-K9C,1050.0,1750.0,Network
17437,Cisco,AIR-AP3802E-B-K9,1050.0,1750.0,Network
17438,Cisco,AIR-AP3802E-B-K9C,1050.0,1750.0,Network
17439,Cisco,AIR-AP3802E-BK910,10500.0,17500.0,Network
17440,Cisco,AIR-AP3802E-BK910C,10500.0,17500.0,Network
17441,Cisco,AIR-AP3802E-C-K9,1050.0,1750.0,Network
17442,Cisco,CRS-8-PSH-AC=,9600.0,16000.0,Network
17443,Cisco,CRS-B2B-CAB-30R=,8580.0,14300.0,Network
17444,Cisco,CRS-B2B-CAB-40,8400.0,14000.0,Network
17445,Cisco,CRS-B2B-CAB-40=,8400.0,14000.0,Network
17446,Cisco,CRS-8-PSH-DC=,9600.0,16000.0,Network
17447,Cisco,CRS-8-DCKIT-M-B=,24000.0,40000.0,Network
17448,Cisco,CRS-8-DCKIT-M=,24000.0,40000.0,Network
17449,Cisco,CRS-8-FANTRAY-B=,9000.0,15000.0,Network
17450,Cisco,CRS-8-FC-BLANK=,240.0,400.0,Network
17451,Cisco,CRS-8-FC-HANDLE=,45.0,75.0,Network
17452,Cisco,CRS-8-FC/S-RF,22500.0,37500.0,Network
17453,Cisco,CRS-8-FC140/M-4P=,144000.0,240000.0,Network
17454,Cisco,CRS-8-FC140/M=,1600.0,80000.0,Network
17455,Cisco,CRS-8-FC140/S++=,24000.0,40000.0,Network
17456,Cisco,CRS-8-FC140/S-RF,14400.0,24000.0,Network
17457,Cisco,CRS-8-FC140/S=,24000.0,40000.0,Network
17458,Cisco,CRS-8-FC400/M-4P=,144000.0,240000.0,Network
17459,Cisco,CRS-8-FC400/M=,48000.0,80000.0,Network
17460,Cisco,CRS-8-FC400/S=,24000.0,40000.0,Network
17461,Cisco,CRS-8-FRNT-GRILL=,300.0,500.0,Network
17462,Cisco,CRS-8-FRNTGRILL-RF,180.0,300.0,Network
17463,Cisco,CRS-8-FRONT-COVER,1500.0,2500.0,Network
17464,Cisco,CRS-8-FRONT-COVER=,1500.0,2500.0,Network
17465,Cisco,CRS-8-PSH-DC-B=,9600.0,16000.0,Network
17466,Cisco,CRS-16-MC140-CONV=,720000.0,1200000.0,Network
17467,Cisco,AIR-AP1572EAC-H-K9,2697.0,4495.0,Network
17468,Cisco,AIR-AP1572EAC-I-K9,2697.0,4495.0,Network
17469,Cisco,AIR-AP1572EAC-K-K9,2697.0,4495.0,Network
17470,Cisco,AIR-AP1572EAC-M-K9,2697.0,4495.0,Network
17471,Cisco,AIR-AP1572EAC-N-K9,2697.0,4495.0,Network
17472,Cisco,AIR-AP1572EAC-Q-K9,2697.0,4495.0,Network
17473,Cisco,AIR-AP1572EAC-S-K9,2697.0,4495.0,Network
17474,Cisco,AIR-AP1572EAC-T-K9,2697.0,4495.0,Network
17475,Cisco,AIR-AP1572EAC-Z-K9,2697.0,4495.0,Network
17476,Cisco,AIR-AP1572EC1-A-K9,3777.0,6295.0,Network
17477,Cisco,CRS-B2B-CAB-40R,10920.0,18200.0,Network
17478,Cisco,CRS-16-PRP-12G,9000.0,15000.0,Network
17479,Cisco,CRS-16-PRP-12G++=,30000.0,50000.0,Network
17480,Cisco,CRS-16-PRP-12G-RF,5400.0,9000.0,Network
17481,Cisco,CRS-16-PRP-12G=,30000.0,50000.0,Network
17482,Cisco,CRS-16-PRP-6G++=,21000.0,35000.0,Network
17483,Cisco,CRS-16-PRP-6G=,21000.0,35000.0,Network
17484,Cisco,CRS-16-PRP12G=,9000.0,15000.0,Network
17485,Cisco,CRS-16-PW-GRILL=,1800.0,3000.0,Network
17486,Cisco,CRS-16-PWRSH-AC=,12000.0,20000.0,Network
17487,Cisco,CRS-16-PWRSH-DC=,12000.0,20000.0,Network
17488,Cisco,CRS-16-REAR-CM,6600.0,11000.0,Network
17489,Cisco,CRS-16-REAR-CM=,6600.0,11000.0,Network
17490,Cisco,AIR-AP1572EAC-F-K9,2697.0,4495.0,Network
17491,Cisco,AIR-AP1262N-CK9-RF,430.2,717.0,Network
17492,Cisco,AIR-AP1262N-EK9-RF,430.2,717.0,Network
17493,Cisco,AIR-AP1532E-UXK9,897.0,1495.0,Network
17494,Cisco,AIR-AP1532I-UXK9,777.0,1295.0,Network
17495,Cisco,AIR-AP1562E-A-K9,1077.0,1795.0,Network
17496,Cisco,AIR-AP1562E-B-K9,1077.0,1795.0,Network
17497,Cisco,AIR-AP1562E-C-K9,1077.0,1795.0,Network
17498,Cisco,AIR-AP1562E-D-K9,1077.0,1795.0,Network
17499,Cisco,AIR-AP1562E-E-K9,1077.0,1795.0,Network
17500,Cisco,AIR-AP1562E-I-K9,1077.0,1795.0,Network
17501,Cisco,AIR-AP1562E-K-K9,1077.0,1795.0,Network
17502,Cisco,AIR-AP1562E-M-K9,1077.0,1795.0,Network
17503,Cisco,AIR-AP1562E-S-K9,1077.0,1795.0,Network
17504,Cisco,AIR-AP1562E-T-K9,1077.0,1795.0,Network
17505,Cisco,AIR-AP1562E-Z-K9,1077.0,1795.0,Network
17506,Cisco,AIR-AP1562I-M-K9,1017.0,1695.0,Network
17507,Cisco,AIR-AP1562I-S-K9,1017.0,1695.0,Network
17508,Cisco,AIR-AP1562I-T-K9,1017.0,1695.0,Network
17509,Cisco,AIR-AP1562I-Z-K9,1017.0,1695.0,Network
17510,Cisco,AIR-AP1572EAC-A-K9,2697.0,4495.0,Network
17511,Cisco,AIR-AP1572EAC-C-K9,2697.0,4495.0,Network
17512,Cisco,AIR-AP1572EAC-D-K9,2697.0,4495.0,Network
17513,Cisco,AIR-AP1572EAC-E-K9,2697.0,4495.0,Network
17514,Cisco,CRS-16-PDU-WYE=,12600.0,21000.0,Network
17515,Cisco,AIR-ANTM4050V-R=,207.0,345.0,Network
17516,Cisco,AIR-ANTM5560P-R=,174.0,290.0,Network
17517,Cisco,AIR-AP-BRACKET-1=,9.0,15.0,Network
17518,Cisco,AIR-AP-BRACKET-2=,9.0,15.0,Network
17519,Cisco,AIR-AP-BRACKET-3=,36.0,60.0,Network
17520,Cisco,AIR-AP-BRACKET-7=,9.0,15.0,Network
17521,Cisco,AIR-AP-BRACKET-W3=,15.0,25.0,Network
17522,Cisco,AIR-AP-BRACKET-W=,3.0,5.0,Network
17523,Cisco,AIR-AP-BRACKET-WP,6.0,10.0,Network
17524,Cisco,AIR-AP-BRACKET-WP=,6.0,10.0,Network
17525,Cisco,AIR-AP-BRACKET1-RF,5.4,9.0,Network
17526,Cisco,AIR-AP-FIPSKIT=,45.0,75.0,Network
17527,Cisco,AIR-AP-T-RAIL-F=,6.0,10.0,Network
17528,Cisco,AIR-AP-T-RAIL-R-RF,1.8,3.0,Network
17529,Cisco,AIR-AP-T-RAIL-R=,3.0,5.0,Network
17530,Cisco,AIR-AP1010-E-K9-RF,126.0,210.0,Network
17531,Cisco,AIR-AP1020-A-K9-RF,168.0,280.0,Network
17532,Cisco,AIR-AP1030-N-K9-RF,189.0,315.0,Network
17533,Cisco,CRS-16-LIFT/B,18000.0,30000.0,Network
17534,Cisco,CRS-16-LIFT/B=,18000.0,30000.0,Network
17535,Cisco,CRS-16-LCCFANCT-RF,4860.0,8100.0,Network
17536,Cisco,CRS-16-LCC/M-B=,510000.0,850000.0,Network
17537,Cisco,CRS-8-B2B-BUNDLE,195000.0,325000.0,Network
17538,Cisco,CRS-16-REAR-GRL=,4800.0,8000.0,Network
17539,Cisco,CRS-16-SCREEN-KIT=,360.0,600.0,Network
17540,Cisco,CRS-16-SFC400-BUN,951300.0,1585500.0,Network
17541,Cisco,CRS-16/S-B,156000.0,260000.0,Network
17542,Cisco,CRS-16/S-B-NF,156000.0,260000.0,Network
17543,Cisco,CRS-16FCC-PSH-AC=,12000.0,20000.0,Network
17544,Cisco,CRS-16FCC-PSH-DC=,12000.0,20000.0,Network
17545,Cisco,CRS-16LCC-PSHAC-RF,7200.0,12000.0,Network
17546,Cisco,CRS-16LCC140-B=,900000.0,1500000.0,Network
17547,Cisco,CRS-16LCC140/M-BN=,390000.0,650000.0,Network
17548,Cisco,CRS-16LCC400-B-BN=,390000.0,650000.0,Network
17549,Cisco,CRS-16LCC400-B=,900000.0,1500000.0,Network
17550,Cisco,CRS-4-CH-RF,14400.0,24000.0,Network
17551,Cisco,CRS-4-FAN-TR-RF,5400.0,9000.0,Network
17552,Cisco,CRS-4-FC-RF,9720.0,16200.0,Network
17553,Cisco,CRS-4-FC140/S++=,16500.0,27500.0,Network
17554,Cisco,CRS-4-FC140/S-RF,9900.0,16500.0,Network
17555,Cisco,CRS-4-FC140/S=,16500.0,27500.0,Network
17556,Cisco,CRS-8-140G-UPG,48000.0,80000.0,Network
17557,Cisco,CRS-8-400G-UPG,48000.0,80000.0,Network
17558,Cisco,CRS-8-ACKIT-M-B=,24000.0,40000.0,Network
17559,Cisco,CRS-8-ACKIT-M=,24000.0,40000.0,Network
17560,Cisco,CRS-8-B-UPG,54000.0,90000.0,Network
17561,Cisco,AIR-AP3802E-C-K9C,1050.0,1750.0,Network
17562,Cisco,AIR-AP3802I-E-K9,990.0,1650.0,Network
17563,Cisco,AIR-AP3802I-E-K9C,990.0,1650.0,Network
